|title|content
0|이게 뭐고|?
0|토익공부 하는법|"본인은 토익 965점임. 처음에 400점에서 시작함. 고딩때 영어 때려침. 근데 독해 듣기 다 만점 받아봄.
토익에 다들 관심이 많아보여서 초고득점, 950점 이상전용으로 팁 줌. 그 이하도 이 방법 쓰면 점수가 기하급수적으로 오름.

문법에 신경 많이 쓰시는데 걍 요약본 일주일정도 공부하고 때려치셈. 문법 솔직히 필요없음. 영어는 예외가 너무 많아서 그거 신경쓰면서 공부하면 오히려 혼란만 오게 됨. 그냥 동사가 이거구나~ 명사가 이거구나~ 영어는 이렇게 읽는 거구나~ 이 정도만 습득하고 빨리 넘어갑시다

듣기 연습법. 쉐도잉. 주구장창 하세여. 계속 하세여. 외울때까지 하세여. 과장하는거 아님. 쉐도잉 미친듯이 해서 안보고 안듣고도 줄줄 나올만큼 하세요.

독해 연습법. 읽으세여. 계속 읽으세여. 외울때까지 읽으세여. 과장하는거 아님. 읽기 미친듯이 해서 한글 해석만 보고도 줄줄 나올만큼 하세요. ->독해력 상승.

자기가 독해 푸는 속도가 느리다? 스피드 리딩. 책펴서 영어지문 한글로 빠르게 읽는 연습을 하세여. 최소 20초컷 ~ 최대 1분컷. 자신에게 관대하지 마세요. 지문 길이에 따라서 시간은 달리 하시면 됨.->독해속도 상승

그 다음 매일 이전에 했던거 한회씩 나눠서 똑같은 방법으로 복습하세요.

단어는 1권만 사서 매일 새로 2회, 복습2회씩 돌리셈. 다 돌렸으면 매일 복습 4회씩. 거기 예시지문도 외우세요. 하다가 지루하면 단어장 하나 더 사도 됨.

모의시험 먼저 한번 치고, 점수 매기고, 그걸로 이렇게 하세요. 그러면 한회 한회 넘어갈때마다 점수 최소 100-200점씩 오름.

독해 듣기 나눠서 공부하지 마세요. 같이 하세요. 그리고 모의고사 한회 공부 최대 한달 이내로 끝내세요.

그러다 보면 800후반~950이하 점수에서 점수가 왔다갔다 함. 이거는 베이스가 부족해서 그런거임. 방법은? 공부시간 늘리세요. 거짓말 아니고 늘리세요. 토익은 공부량 늘려서 단타로 치고 빠지는게 좋음. 왜냐. 설렁설렁 백날 해봐야 900이상 가면 점수가 안오름.

이렇게 하면 문법이론은 머릿속에 없는데 문제만 보면 그냥 자연스럽게 답이 나오는 기이한 현상이 벌어짐. 끝"
0|아빠 생일케이크 만들었어~!~!~|"인스타 스토리에도 썼는데 여기도 쓸래
글씨는 완전 망했지만....
그래도 배경은 잘했지않나??ᕕ( ᐛ )ᕗ

선물도 샀오 헤지스 티셔츠 ㅋㅋㅋ 아빠가 좋아하겠지? 좋아했음 좋겠당"
0|🦑 2021학년도 학사일정 🦑|.
0|맥도날드 알바(학교 앞 맥날X)|"우리학교 앞 맥날 아니야
https://n.news.naver.com/article/422/0000471854"
0|토익ㅂㅋ 강사 인성 시궁창인듯;;|"댓거리에 ㅌㅇㅂㅋ 있잖아
오늘 수업시간에 어떤 수강생이 쉬운 거 틀려서 칠판에 적어놨는데
그 문제 보더니 ""이거 왜 틀렸는데? 말해봐라. 이런 거 왜 틀리는데?
뭘 모르겠다는 건데? 아니 내가 진짜 궁금해서 그런다""이러는 거임.
분위기 갑자기 고압적으로 변함. 완전 갑분싸됨.

그래서 어떤 분이 ""이거 아까 저희끼리 스터디 때 해결한 건데 잘못 적으신 것 같아요""하니깐 그래도 굳이 누가 틀렸냐고 집착함.
그래서 결국 다른 분이 손 들어서 모르겠다고 하니까
나중에 또 이런거 물어보면 그사람 찝어서 레벨 낮은 반으로 내려보낸다고 반말 찍찍하면서 반협박식으로 말함 ㅋㅋㅋ;;

그러고 파트7 푸는 시간에 강사는 잠깐 나가있거든.
푸는 시간 끝나서 다시 들어오는데 들어오자마자 한 학생한테 직진해서 갑자기 문제집 뒤짐 ㅋㅋㅋㅋㅋ
그분 언뜻 들은 바로 어린 분은 아니었는데.. 진짜 개빡칠듯
그분도 어이 없었는지 강사가 문제집 뒤질 때 쳐다도 안보시더라 ㅋㅋㅋ;;

마산에 토익학원 별로 없어서 점수 별로 안 오르면 한달 더 다닐까 했는데 ㅈ같아서 걍 이번 달 끝나면 안 갈거임. 니 의도가 성공한 거 처럼 느껴질까봐 ""더러워서 이번 달 안에 목표점수 달성한다""는 말은 차마 하고싶지가 않다.

지딴에는 나름 충격요법? 동기부여? 이딴 의돈지 모르겠는데 아주 폭력적인 방식이라는 거 알았음 좋겠고요. 군 선임이 컨셉인지 모르겠는데 컨셉 좀 바꾸길 ^^
절박한 취준생들 데리고 그런식으로 장사하는 거 아니다..;;

수업 마치고 한마디 할까 했는데 너한테 말해봤자 ""그래가꼬 사회 나가서 우예 살아남을라 그라노?"" ㅇㅈㄹ 할 거 같아서 참아따 ^^
ㅂㅋ 일하기 전에 뭐 했는지 모르겠지만 공뭔, 공기업 다니는 내 친구들 조직문화 많이 바꼈다고 하나같이 얘기하더라. 걔네도 너 얘기 해주니까 경악함.

서울에 있는 친구들한테 말하니까 실화냐고 다들 그러네ㅋㅋㅋ
마산에는 토익학원 없어서 그나마 입에 풀칠하는 줄 알아라 ;"
0|잊지말자 딥페이크.|다 처벌받고 끔찍한 범죄 그만 멈춰주시길
0|한국사능력검정시험 팁|"먼저 나는 오래되었기는 하지만 2015년 26회 고급 1급

1. 교재 추천보다 본인의 실력 파악이 우선
본인의 수준이 높은데 책이 낮은 수준이어서도 본인의 수준이 기초적인데 책이 심화 서적이어서도 안됨. 기출문제 풀어보고 3급 이상 나오는 성적이면 단기서적이나 심화서적으로 아니면 기본서 사서 보기. 단, 기본서 하나 정도 보는건 도움이 됨.

2. 교재 추천은 후보군이다
서점에 가거나 미리보기가 되는 교재의 경우는 꼭 미리보고 사기. 교재가 많으니 본인이 보기에 편한 책 고르기. 다른 사람 기준에서 편한 거지 본인 기준에서 가장 편한 교재를 찾는 것이 중요.

3. 하루에 공부할 시간을 확보하기
너무나도 당연한 거지만 규칙적으로 하루 1-2시간만 투자해도 되는 시험. 하지만 한국사 자체가 흐름이 들어가지 않으면 되는 시험은 아니기에 처음부터 하루에 1-2시간 정도라도 투자하기

4. 기출문제는 꼭 풀기
어느 정도 공부가 되었다면 시험 2주, 최소 10일 이전부터는 기출문제 풀면서 시험에 익숙해지고 패턴을 보기. 어떤 문제의 경우에는 기출 문제 그대로, 아님 비슷하게 내는 경우도 존재.

5. 전근대사는 왕, 근현대사는 사건 중심으로
전근대사는 아무래도 왕을 중심으로 돌아가기 때문에 왕을 중심으로 보되, 요즘에는 경제, 사회, 문화 부분도 봐야 할 부분은 존재함. 근현대사는 사건을 혼동하거나 내용이 비슷비슷한 것들 많으니 세심히 볼 것

6. 지도 나온 부분들은 지도도 외우기
지도, 곁자료(?) 이런 것들이 발목을 잡을 수도 있음. 그러니 이런 것들 중에서 중요한 것은 외우기.

7. 근현대사는 연도 외우기
근현대사의 경우에는 사이사건(가와 나 사이에 들어갈 사건), 순서대로 배열하기, (가) 다음 사건 이런 식으로 낼 확률이 다분함. 특히 이게 정치+경제+사회+문화 혼합되면 정신 없으니까 꼭 순서, 연도 외우기

(생각난 거 있으면 언제든 추가할게)"
0|안녕히 계세요...|"비대면 수업이 많았어서
아직 대학생활을 제대로 즐기지도 못했지만,
가정 사정으로 인해 가장노릇을 해야해서
자퇴하게 됐어요...
이혼한 엄마에게 짐이되고싶지 않았고,
동생은 더 나은환경에서 공부하길 바랬기에
제 스스로 선택한거지만, 이렇게 빨리 대학생활을 마무리 하게될 줄 몰랐기에 아쉬움이 크네요...ㅎㅎ
이름도 모르지만, 처음 대면수업에 가게되어 길을 물었을때 친절히 알려주신 분들, 그리고 말도 못섞어봤지만 같이 수업들었던 사람들 모두 감사했습니다 🙂
일찍 학교에 도착해서 테이크아웃 커피를 들고 학교를 오르는 것도 소박하지만 행복했고,
시험기간에 창조관과 도서관에서 모두들 열심히 공부하시는 것을 보고 또 많은 것을 느꼈어요!
고졸 신분으로 평생을 살아가게 될 저에겐,
이제 누리지 못할 것들이지만요...
학교밖에서도 늘 배우려는 자세로 노력하며
제 동생이라도 맘편히 대학생활 시키기위해 노력할게요. 모두들 건강하시고, 공부하시는것, 취업목표로 하시는 곳에 당당하게 들어가시길 바라요!"
0|진짜 상평마렵다|절평하니까 학점이 경쟁력이 없어지는거 같음
0|아니 이럴거면 왜 물어보는데 대체..|하루동안 이 창 안열기로 했잖아요! 쓰벌 ㅠ
0|[계과학생회] 일좀 똑바로 하세요^^|"투표하고 이름적으면 학참준다해서 투표장까지가서 투표하고 이름적고 아 1점채웠다해서 4점만 채웠는데 어 ? 명단에 이름이 없어 ? 점수 1점이 a플 a를 나누는데 일좀 똑바로 하세요^^
똑바로 했으면 이럴일 없었겟져 ??
인정해 안해 ?

추가내용) 다음부턴 제대로 체크 하셧으면 좋겠음 제목이 좀 자극적이긴 함"
0|기말|"학우분들 기말 잘치고 즐거운 동계방학 보냅시다❤️
이 게시글 보는 학우분들 모두 A+ 받기를 기원해요❤️"
0|오늘은 연평도 포격전 10주기입니다.|"2010년 11월 23일 14시 30분 경부터 시작된 적들의 포격에 대응하다 순직하신 고 서정우 하사, 문광욱 일병의 명복을 빕니다.

우리 군인
2명 전사
16명 부상
민간인
2명 사망
3명 부상

북괴군
전사 5~10여 명(추정)
부상 20~30여 명(추정)

(제목을 포격도발-->포격전으로 정정합니다. 그날 연평도는 우리의 빠른 대응으로 승리한 전투입니다.)"
0|교수님 제발...|당신은 박사지만 저희는 고졸입니다.. 제발 제발
0|총학생회 기호1번 정 입후보자 김성훈입니다.|"안녕하십니까 총학생회 기호 1번 정 입후보자 김성훈입니다.
최근 에브리타임에서 논란이 되었던 상황에 대하여 해명 및 설명을 드리고자 본 글을 작성하게 되었습니다.
우선 본론에 들어가기 전에 이러한 상황으로 심려를 끼쳐 드려 진심으로 죄송하다는 말씀을 드리고 싶습니다.
공정하게 진행되어야 할 선거에서 불미스러운 일들이 연이어 발생함에 따라 학우 분들께서 겪으셔야 했을 심적인 고통은 제가 감히 헤아릴 수가 없습니다.
다시 한 번 진심으로 죄송합니다.
기호 2번 정 입후보자 측의 입장문에서 제시했던 “선거와 관련된 부정적인 행위”에 대한 해명부터 드리도록 하겠습니다.
1. 주거침입, 사생활 침해
- 우선 사생활을 침해하여 개인적인 카톡 내용을 유출한 것에 대한 잘못을 인정하고, 이에 대해 사과 드리겠습니다. 본론으로 들어가서,
“그 말은 본인들이 원본을 구했다는 직접적인 증거가 되며 총학생회장실을 무단으로 침입하여 총학생회장 개인 컴퓨터 및 카카오톡을 뒤져서 대화방 불법 촬영 및 학교 측에 불법 유출을 하였습니다.”
위의 말은 기호 2번 정 입후보자 측에서 직접 기재하였던 부분입니다. 우선적으로 본 원본 카톡 파일을 제공해준 제보자의 신상은 제보자의 신원 보호를 위해 직접적으로 밝힐 수 없는 점 양해 부탁드립니다.
총학생회장실은 총학생회 인원 및 총대의원회 의장, 단과대학 학생회장 모두가 자유롭게 드나들고 있었고, 도어락 비밀 번호 또한 공공연히 공유되어 있는 상황이었습니다. 이에 추가하여 총학생회 회장실의 컴퓨터 또한 총학생회 인원이 자유롭게 사용하는 공용 컴퓨터의 성격을 지니고 있었기에 이를 개인 컴퓨터라 칭하기도 어렵다고 볼 수 있습니다. 공용으로 사용되던 장소에서, 공용으로 사용되던 컴퓨터의 카카오 톡이 로그아웃도 되어 있지 않은 상태로 대화 화면이 켜져 있는 상황에 “무단으로 침입하였다”, “사생활 침해”이다 라는 말은 납득하기가 어렵습니다.
유출되었던 카톡의 내용은 우리학교 부정 선거의 실태를 알릴 수 있는 증거였기 때문에 유권자이신 학우분들에게 당연히 알려져야 하는 일이라 생각하지만, 해당 문제가 법적으로 문제가 되었을 시에는 정당한 법적인 절차를 밟도록 하겠습니다.

2. 후보자 협박
- 기호 2번 정 입후보자 측에서 말한 후보자 협박 내용에 대해서는 정확한 사실이 아닌 과장된 내용입니다. “단과대학 후보자가 저에게 말 한 사실입니다.” 에서 언급되는 단과대학 후보자는 본인과 사적으로 친분이 있던 사이였고, 평소에도 농담과 장난을 거리낌 없이 주고받던 아주 친한 사이였습니다. 언급되었던 말 모두 장난식으로 오고 가는 평소의 대화에 불과하지 않았으며, 혹여나 하는 마음에 개인적으로 연락을 하였지만 당사자인 본인에게는 아무런 문제가 되지 않는 상황이었습니다. 이러한 상황을 기호 2번 정 입후보자 측에서는 과장하여 기술하였습니다.

3. 상대 후보 선거 물품 훼손
- 상대 후보 선거 물품 훼손에 관련해 말씀드리겠습니다. 먼저 공식적인 후보자 단톡의 공지 내용에 따르면 “후보자들의 현수막과 마스터지는 17일 00시부터 게시” 해야 했습니다. 하지만 기호 2번 후보자는 유리한 장소를 선점하기 위한 목적으로, 공지된 내용을 위반하고 16일 오후 20:00시경부터 마스터지와 현수막을 게시하는 만행을 벌였습니다. 모든 학우 분들께서 이미 아시는 바와 같이 총학생회의 선거에서는 기호 1번 2번, 즉 2명의 후보자가 나오는 상황입니다. 그렇기 때문에 선거용 홍보물 게시판의 한정된 장소에 총학생회 양 쪽의 후보자 모두 홍보물을 게시해야 했습니다. 하지만 이러한 상황을 악용하여 기호 2번 후보자는 선거용 홍보물이 충분히 2장이 게시 가능한 위치에도 의도적으로 한 장만 붙일 수 있도록 중심에 게시하였습니다. 저의 선거용 홍보물을 게시하지 못하도록 우선적으로 붙인 명백한 의도적인 행위였습니다. 기호 2번 후보자 측에서는 저희 측을 非 신사적인 행위를 일삼았다고 주장하나 원론적으로는 기호 2번 후보자 측에서 우선적으로 非 신사적인 행위를 하였습니다.
기호 2번측 의 글에서 제시되었던 한마관의 현수막 훼손 상황에 대해서 말씀드리겠습니다. 저희는 현수막을 게시하기 위해서 업체를 불러 놓은 상황이었습니다. 하지만 공지되어 있던 17일 00시 이전에 게시된 기호 2번 측의 불법적인 현수막으로 인해 제가 원래 게시하려 했던 장소가 없어진 저로서는 업체를 통해서 현수막 줄을 잘라서 “현수막이 훼손되지 않게 제거” 하였습니다. 이는 불법적으로 게시되어 있던 현수막을 제거하는 정당한 작업이었지만 기호 2번 후보자 측의 동의를 구하지 않은 상태에서의 제거였기 때문에 저도 이 부분에 대해서는 변명하지 않겠습니다. 죄송합니다.
추가로 학우분들께서 궁금해 하실 에브리타임에서 언급되었던 ‘한마관 앞의 경찰관 소동’ 상황에 대한 설명을 드리겠습니다. 현수막을 게시하기 위해서 오신 업체의 관계자분들이 위와 같은 상황에서 현수막 줄을 자르는 과정을 진행하시고 이를 목격한 기호 2번 정 입후보자가 먼저 업체 관계자 분께 폭언과 욕설을 하였습니다. 이 과정에서 저희 측과도 대화가 오고 갔으나 해결되지 않자, 업체 관계자분들이 신고하여 경찰 분들이 출동하였었습니다. 이는 경찰 분들의 개입으로 의해 종료되었습니다.
다시 한번 마스터지 훼손 사건을 정리하여 말씀드리겠습니다. 17일 00시에 부착이 되어야 했던 마스터지이지만 16일 오후 20:00 경부터 게시되어 있었습니다. 이는 시간을 준수하지 않은 불법적인 홍보물이기 때문에 임의로 “없다고 간주하여도 무방하겠다”라고 생각하였고 기호 2번 측의 마스터지 위에 부착하게 되었습니다. 이는 명백하게 잘못된 행동임을 인정하였으며 다시 한번 사과 드리겠습니다. 진심으로 죄송합니다. 또한 이 상황은 선거 쟁의 심의위원회를 통해 주의라는 조치를 받았습니다.
또한 저는 현재 누군가의 악의적인 행동으로 인해 부착되어있던 제 마스터지 및 현수막을(마스터지 총 3장: 1공학관 7층 1장, 1공학관 2층의 2장) (현수막 총 1장 : 팔각정 옆)
도난 당하는 경우가 발생하였습니다. (여기서 도난이란, 흔적도 없이 사라졌음을 뜻합니다.) 이러한 사태가 지속되자 마스터지는 기호 2번 측과 합의를 통해 한마관을 제외한 모든 총학생회 후보자들의 것을 수거하였고, 훼손되어 도난당한 현수막은 다음날 다시 제공받아 원래 위치에 다시 게시하였습니다.
4. 의도적인 선거 유세 방해
-이에 관해서는 당자사에게 연락을 취해본 결과 개인적인 입장에서 저지른 행동이었으며, 이에 대해서는 저희 입장을 표명하기 보다 본인이 직접 입장을 표명한다고 하였습니다. 그렇기 때문에 이 부분에 대해서는 본인에게 이임하도록 하겠습니다.


조금 더 정확한 사실을 기재하기 위해 답변이 늦어진 점 죄송합니다."
0|네 반갑습니다 총대의원회 사무국장 황윤민 입니다.|"여러분 반갑습니다 총대의원회 사무국장 황윤민입니다.에브리타임에 대한 정보 그리고 와해된 정보가 많을것이라 생각하여 이렇게 시기에 맞진 않지만 죄송하며 팩트에 대하여 말씀드리겠습니다 .여러분 부정선거 관련에 대한 여러분들의 생각에 대하여 많이 생각하여 보았습니다. 여러분들의 생각 그리고 총대의원회의 입장 그리고 반성에 대한 입장 표명을 하겠습니다. 단언컨대 제 이름 황윤민을 걸고 저희 총 대의원회는 부정투표에 대한 사실 여부 조차 없습니다. 이에 대하여 확실히 말하자면 당시 정책 공개 설명회 전 총대 의장과 저 황윤민과 두명이서 질문지를 오전 7시 30분까지 짰으며 후보자에 대한 친분과 여러분들이 생각하는 목적성( 인맥에 의한 당선성)은 절대 없었음을 밝힙니다. 물론 중운위라 하면(중앙운영관리위원회 총대의장 부의장 사무국장, 총학생회 회장, 부회장, 총학생회 사무국장과 각 단과대학 회장)입니다. 그 외에 친목도모를 위한 방(회장들의 카톡방)에 대한 그 잘못된 이야기에 대한 이야기는 저도 할 말은 없습니다. 그에 대한 험했던 말 그에 대한것은 각 단과대학 회장들과 학교 징계위원회를 열며 단과:대학 회장들이
반성을 하며 처벌을 받을 준비를 하는 중입니다. 확실히 말하면 코로나로 인한 현장 문선이 제한되며 현 각 학생회 홈페이지 제외 개인 sns공고 가능합니다. 현재 총학생회1번과 2번에 대한 편파는 없었음을 여러분들이 꼭 알았으면 좋겠습니다. 모든 학우들에게 투표권이 있습니다. 이러한 이야기가 나온 만큼 여러분들의 결정이 중요하다고 생각합니다. 원래 코로나가 심해지기 전 진행할 문선(찌라시와 홍보)에 대한 인원수에 대하여는 학생처에 대한 제한이 없었습니다. 그러나 이번 코로나 관련하여 점점 심각한 상황이니 문선 , 온라인 유세에 대한 경우는 각 후보자들은 현 학생회 이외에는 모든 온라인 홍보(인스타 ,페북 등)가능합니다. 지금까지 그랬지만 앞으로 더 공정한 선거가 되게끔하는 총대의원회가 되겠습니다. 저희 총대의원회에 대한 불확실한 정보로 인한 명예훼손이 지속 된다 하면 저희도 확실한 법적 준비를 하겠습니다. 확실한 선거법 위반 그리고 제보 하실 것이 있다면 페북 36대 총대의원회 홈페이지나 저의 번호 010-5017-5967 문의 주십시요."
0|이미 총대 신뢰 다 떨어졌는데|"선택적 해명과 두둔, 변명밖에 없는 사과글
의장 본인부터가 “한명의 유권자”로 포장하면서 사적인 자리에서는 중립을 안지키는데 어떻게 믿으라는건지 모르겠네
필요할 때는 의장이고, 필요없을 때는 한명의 유권자고
참 직책 올렸다 내렸다 하기 쉽네"
0|임용고시 선배님들 모두 수고 많으셨습니다|선배님들 모두 수고하셨고 댁에 가셔서 모두 푹 쉬세요❤️
0|총대의원회|"경남대학교 총대의원회 의장 임영식입니다. 의혹을 제기하신 학우분들께 답변드리겠습니다.
우선 정황상 의혹들로 선거를 관리하는 선거관리위원회 위원장으로서 학우분들에게 불안한 마음과 충격적인 일들이 발생한 것에 대해 진심으로 죄송합니다.
며칠 전 카카오톡 단체방과 부정선거 의혹에 관해 사실을 말씀드리고자 합니다.

첫 번째로, 카카오톡 단체방의 경우 경남대학교 내 중앙운영위원회 구성원들이 있는 공식적인 단체방이 아님을 알려드립니다. 단체방의 경우 경남대학교 중앙자치기구 회장들로만 구성된 단체방이고, 친목을 위해 누구에게나 있는 단체방일 뿐입니다. 저로서는 사적인 단체방이라는 구성 아래에 했던 말들입니다.

두 번째로, 카카오톡 단체방 내에서 ‘연기하느라 힘들었다.’라는 말은 제 임기를 시작하기 전부터 알고 지낸 동생이기에 공약설명회라는 자리에서 한 사람으로서 웃음을 참고 중립적인 질문들을 하는 것에 있어 연기하기가 힘들었다는 뜻입니다.
‘번호가 뭐가 중요하누 이길 거다.’라는 말 또한 한 명의 유권자로서 제 소견을 말했던 것입니다.
또한, ‘근데 내가 물어볼 거 대충 알고 있었을 건데’라는 말은 2020년 입후보자 준비 당시 공약설명회를 경험한 당사자로서 예상되는 질문을 어느 정도 알고 있는 것은 당연한 얘기입니다. 저는 공약설명회 당일 아침 7시 반까지 총 대의원실에서 질문지 작성하고 집에서 취침 후 공약설명회 직전에 집에서 나왔습니다. 그동안 어떠한 후보자나 회장들과 연락을 한 적이 없고, 오로지 총대의원 집행부들과 공약설명회 준비에 관한 대화만 이루어졌습니다.

세 번째로, 기호 2번 측에서 선거물품(마스터지 및 현수막)부착을 4시간 전에 미리 부착하는 일이 있었고, 기호 1번 또한 기호 2번의 현수막을 훼손하다 적발되었으며(증거물 보유 중), 1 공학관, 산학협력관, 5 공학관에 있는 기호 2번의 마스터지 위에 기호 1번 본인의 마스터지를 부착하는 행위를 하였습니다.
저는 중립을 지켜 두 후보자 모두에게 주의 조치하였고, 학교 내의 모든 마스터지를 공평하게 철거하는 방안으로 공정성을 지켰습니다.

네 번째로, 기호 1번 측에서 2020년 11월 19일 국제무역 물류학과 차기 학생회장인 17학번 학우를 시켜 유아교육과 수업에 몰래 들어가게 만들어 기호 2번 부 입후보자의 유세를 의도적으로 방해했으며, 본인이 자신의 잘못을 인정했습니다. 이 안건에 대해서는 현재 학생처와 중앙선거관리위원회에 제보가 되어있는 상태이며, 아직 논의 중인 사안입니다.

제가 떳떳하게 학우 여러분에게 드리고 싶은 말이 있습니다. 선거에 있어 이러한 불미스러운 일들이 발생한 것에 관해 진심으로 송구스럽고, 부정선거를 진행하려 한 적이 없습니다.
의혹을 제기한 학우는 카카오톡 단체방을 자신의 멋대로 해석하여 에브리타임 내 학우들에게 사실에 관해 확인조차 하지 않고, 사실이라고 각인시키려 하는 것이 선거의 중립성을 훼손하는 행위라고 생각됩니다. 의혹들에 대한 억측은 삼가시면 감사하겠습니다."
0|스팸 오늘 한가해?|.
0|임용치는 분들 잘 보고 와요^^|응원하겠습니다!!
0|답변하시지 않는 유착관계 관계자 여러분|"안녕하세요 일어교육과 15학번 성새빛 입니다.

우선 하루정도 시간이 지났음에도 유착관계 당사자들의 학우들의 이해가 되는 해명문이나 사과문 또 대처가 없음에 깊은 유감을 표합니다.

그래서 저는 제 나름대로 방법을 찾을려고 합니다.

외부로 공론화 시키지 않았던 이유는 제가 다니는 경남대에 자부심이 있었고 또 학교의 이미지를 망가지는게 싫었습니다.

하지만 이런 일을 어영부영 또 넘어가게 된다면 내부적으로 학우분들의 신뢰가 엉망이 되서 그 또한 경남대에 엄청난 손해라고 생각합니다.

저는 좀 다사다난한 삶을 살아오면서 여러가지 활동을 많이 했습니다.

2016년 박근혜 최순실 게이트 사건 당시 시국선언을 주도하면서

2018년 저의 외삼촌이 의료사고 피해자가 되어 창원 모 대학병원과 1년 넘게 법정 공판을 하면서

2019년 위안부 할머니들을 위한 국토대장정 캠페인을 하면서

2020년 아동센터와 다문화기관, 교육기관에 재능기부를 하면서

알게 된 모든 기자분들과 작가분들, 사회단체에 공론화를 요청 할 것 입니다.

저도 내부적으로 학우분들이 수긍할 수 있는 대책이나 사과문이 생긴다면 굳이 공론화를 할 필요는 없다고 생각합니다.

꼭 부탁드립니다."
0|경남도민일보 취재 시작|"담당 기자님 한테 전달 했다고 함
즉, 이제 털릴 일만 남음..
어차피 졸업할 마당에 제보자 연락처 달라길래 쿨 하게 넘겼슴돠~"
0|경남대 장점 단점|"제일 대표적인 거 두 개가
학교가 돈이 많아서 안 없어진다는 것과 학교 이름이 국립대 같다는 것임
등록금 돌려준 지방사립대 진짜 몇 없음 그냥 주위 사람들한테 물어보면 바로 알 듯 그 정도로 학교가 재정이 탄탄한 편임 학교 이름 또 한 창원 사람이나 안 좋은 대학으로 생각하지 타 지역 가면 여기가 다 국립대인 줄 암 오죽하면 지거국인 경상대가 10년 넘게 교명 뺏으려고 소송 하겠음? 이름빨 무시 못 함 지거국 상대로 소송 계속 이기고 있는 것도 학교가 힘이 약하지는 않다는 뜻임

반면 단점은 아이러니하게도 학생들임 지방사립대를 왔다는 생각에 학력에 대한 자격지심으로 패배주의에 가득 찬 사람들이 생각보다 많음 옆 동네 창원대한테도 열등감 느끼는 사람들 은근 많던데 현실은 사회 나가면 둘 다 똑같음 대학 오자마자 실패했다 생각해서 아무것도 안 하는 학생들 마인드 문제가 매우 크다고 봄"
0|2번 기호자분 법적조치 하신다고 하셨는데 봐주셨으면 합니다|"혹시 대학생들이 법조인이라고 생각하시고 자문을 구했는지요... 형사분들이나 변호사분들이 이런식으로 얘기 할리가 없는데 혹시나 오해가 있으신가 해서 글을 납깁니다

1번 선거법은 공직선거법에 기반을 둡니다. 대학생자치기구선거는 공직선거가 대선,지선등이 아니기에 위법하지 않습니다.

2번 건조물 침입 죄 또한 한마관에 있는 총학생회실은 경남대학교의 소유지 총학생회장의 소유가 아닙니다. 대학교에 등록금을 납부한 학생들은 대학교 내에 시설을 이용할 수 있고 총학생회실에 일반학우라쳐도 들어가지 말라는 건 말이 되지 않습니다

1번 2번은 교칙에 선거에 관련된 조항을 살펴 시시비비를 가려야지 법적으로는 불가합니다

3번 개인정보보호법위반 이 부분은 총학생회장이 카카오톡을 켜놓고 나갔고 그걸 보던 찍던 외부에 알린 학생과 현 총학생회장님의 문제가 됩니다만 개인정보보호법위반되어 처벌되는 조항이 제가 알기로는 없습니다. 단과대 회장이라는 지칭이 개인을 특정할 수 있지만 주민등록번호나 주소지 전화번호가 노출되어 개인의 신상에 피해가 일어나는 경우가 아니기 때문에 또한 증거가 2번 후보자님에게 없기에(단톡방 찍은 사진) 개인정보보호법보다는
이렇게 개인이 지칭되었을 때 쓸 수 있는 사실적시 명예훼손을 민사로 생각해 볼 수 있지만 명예가 훼손되었다고 보기 힘든 상황이라 제가 모르는게 있어도 법원에서 받아줄지 의문입니다.

그럼 할수 있는게 없냐? 그건 아닙니다 현수막을 1번이 2번의 동의 없이 직접 철거하였고 그리고 그 현수막이 2번이 금전적 거래를 통해 설치한 점유물이라면 점유 이탈물 횡령죄가 성립될 수 있으니 차라리 그쪽을 알아보세요 글을 다보지는 못했는데 증거 있다고 하던데 이 부분은 형사진행이 빠르겠네요

누구의 편도 아니지만 법조인에게 자문을 구했고 중부경찰서에 확인을 했는데 선거법 위반이니 건조물 침입이라 한다고 했다고 하셨는데 그분들 정말 고생하시는 분들 입니다. 정말 알아보고 저런 대답을 들었다면 마산중부면 웃긴소리로 저희학교 선배님이 절반이실텐데 저 또한 졸업을 하고 법에 관련된 일을 하고 있지만 차라리 거짓말이였으면 합니다. 보다가 고생하시는 선배님들이 해준 자문처럼 얘기하실리 없을텐데 싶었습니다 법은 책임이 따릅니다. 저 또한 자격을 가지기 위해 또한 실수를 하지 않기 위해 많은 시간을 쏟았습니다. 글이랑 말한마디가 법에 관련될때 사람 인생을 바꾸기도 하니깐요. 2번후보님이 혹시나 자문을 듣다가 오해나 잘못 해석하신 부분이 없는지 정말 마산중부서 경제 1팀에서 어느 담당자분이 그런 답변을 하였는지 궁금해서 글을 납깁니다"
